循環,迴圈,子循環,子迴圈,MR編號,子配方編號,工步編號,工步,工步種類,日期時間,工步執行時間(秒),工步時間,截止電壓(V),截止電流(A),能量(Wh),截止電量(Ah),功率(W),充電電量(Ah),放電電量(Ah),充電能量(Wh),放電能量(Wh),總電量(Ah),截止Q(%),狀態,Aux T1,溫箱溫度,Aux T2,Aux T3,恆電流段電量(Ah),平均電壓(V),Var01,Var02,Var03,Var04,SOC
1,1,1,1,1,2,38,98,靜置,09/08/2024 21:45:23,1800,00:00:30:00.000,2.557768,0,0,0,0,81.5378,84.24306,270.1082,263.5969,-2.705265,0,StepFinishByCut_T,24.7,24,23.39,23.71,-600000,0,9.08314,0,0,0,0%
1,1,1,1,1,2,39,99,CC-CV充電,09/08/2024 22:15:23,613.438,00:00:10:13.438,3.600024,0.399203,30.88304,9.088871,1.437141,90.62667,84.24306,300.9912,263.5969,6.383606,0,StepFinishByCut_I,28.53,24,23.74,24.03,8.635827,3.397896,9.08314,0,0,0,100%
1,1,1,1,1,2,40,100,靜置,09/08/2024 22:25:37,1800,00:00:30:00.000,3.537428,0,0,0,0,90.62667,84.24306,300.9912,263.5969,6.383606,0,StepFinishByCut_T,24.78,24,23.44,23.66,-600000,0,9.08314,0,0,0,100%
1,1,1,1,1,2,41,101,CC放電,09/08/2024 22:55:37,4081.116,00:01:08:01.116,1.999983,-8.024026,-29.36907,-9.094255,-16.04791,90.62667,93.33732,300.9912,292.9659,-2.710649,0,StepFinishByCut_V,25.38,24,23.48,23.82,-600000,3.229409,9.08314,0,0,0,0%
1,1,1,1,1,2,42,102,靜置,09/09/2024 00:03:38,1800,00:00:30:00.000,2.550341,0,0,0,0,90.62667,93.33732,300.9912,292.9659,-2.710649,0,StepFinishByCut_T,24.71,24,23.33,23.58,-600000,0,9.08314,0,0,0,0%
1,1,1,1,1,2,43,103,CC-CV充電,09/09/2024 00:33:38,353.39,00:00:05:53.390,3.600018,0.396399,31.55332,9.094405,1.427043,99.72108,93.33732,332.5445,292.9659,6.383756,0,StepFinishByCut_I,32.71,24,23.65,23.73,8.261434,3.469531,9.08314,0,0,0,100%
1,1,1,1,1,2,44,104,靜置,09/09/2024 00:39:31,1800,00:00:30:00.000,3.550575,0,0,0,0,99.72108,93.33732,332.5445,292.9659,6.383756,0,StepFinishByCut_T,24.8,24,23.76,23.86,-600000,0,9.08314,0,0,0,100%
1,1,1,1,1,2,45,105,CC放電,09/09/2024 01:09:31,4082.882,00:01:08:02.882,1.999996,-8.022428,-29.38103,-9.098231,-16.04482,99.72108,102.4356,332.5445,322.347,-2.714475,0,StepFinishByCut_V,25.42,24,23.56,23.63,-600000,3.229313,9.08314,0,0,0,0%
1,1,1,1,1,2,46,106,靜置,09/09/2024 02:17:34,1800,00:00:30:00.000,2.547766,0,0,0,0,99.72108,102.4356,332.5445,322.347,-2.714475,0,StepFinishByCut_T,24.71,24,23.26,23.41,-600000,0,9.08314,0,0,0,0%
1,1,1,1,1,2,47,107,CC-CV充電,09/09/2024 02:47:34,254.89,00:00:04:14.890,3.600048,0.398277,32.1194,9.098259,1.433816,108.8193,102.4356,364.6639,322.347,6.383784,0,StepFinishByCut_I,36.65,24.1,23.44,23.6,6.891907,3.53028,9.08314,0,0,0,100%
1,1,1,1,1,2,48,108,靜置,09/09/2024 02:51:49,1800,00:00:30:00.000,3.56228,0,0,0,0,108.8193,102.4356,364.6639,322.347,6.383784,0,StepFinishByCut_T,24.83,24,23.11,23.32,-600000,0,9.08314,0,0,0,100%
1,1,1,1,1,2,49,109,CC放電,09/09/2024 03:21:49,4083.694,00:01:08:03.694,1.999962,-8.021697,-29.38745,-9.100542,-16.04309,108.8193,111.5361,364.6639,351.7344,-2.716758,0,StepFinishByCut_V,25.41,24,23.06,23.24,-600000,3.229198,9.08314,0,0,0,0%
1,1,1,1,1,2,50,110,靜置,09/09/2024 04:29:53,1800,00:00:30:00.000,2.547942,0,0,0,0,108.8193,111.5361,364.6639,351.7344,-2.716758,0,StepFinishByCut_T,24.71,24,23.29,23.5,-600000,0,9.08314,0,0,0,0%
1,1,1,1,1,2,51,111,CC-CV充電,09/09/2024 04:59:53,220.225,00:00:03:40.225,3.600069,0.398977,32.42106,9.098035,1.436343,117.9174,111.5361,397.085,351.7344,6.381276,0,StepFinishByCut_I,38.81,24.1,23.7,23.81,3.358352,3.563523,9.08314,0,0,0,100%
1,1,1,1,1,2,52,112,靜置,09/09/2024 05:03:33,1800,00:00:30:00.000,3.567039,0,0,0,0,117.9174,111.5361,397.085,351.7344,6.381276,0,StepFinishByCut_T,24.86,24,22.62,22.89,-600000,0,9.08314,0,0,0,100%
1,1,1,1,1,2,53,113,CC放電,09/09/2024 05:33:33,4084.112,00:01:08:04.112,1.999996,-8.021415,-29.38718,-9.100697,-16.04279,117.9174,120.6368,397.085,381.1216,-2.719421,0,StepFinishByCut_V,25.4,24,23.27,23.4,-600000,3.229113,9.08314,0,0,0,0%
1,1,1,1,1,2,54,114,靜置,09/09/2024 06:41:37,1800,00:00:30:00.000,2.548165,0,0,0,0,117.9174,120.6368,397.085,381.1216,-2.719421,0,StepFinishByCut_T,24.71,24,22.77,23.12,-600000,0,9.08314,0,0,0,0%
1,1,1,1,1,2,55,115,CC-CV充電,09/09/2024 07:11:37,1228.383,00:00:20:28.383,3.310921,7.986587,8.727378,2.724942,26.44296,120.6423,120.6368,405.8123,381.1216,0.005521,0,StepFinishByFunction,24.72,24,23.41,23.61,2.724942,3.202776,9.08314,0,0,0,30%
1,1,1,1,1,2,56,116,靜置,09/09/2024 07:32:06,300,00:00:05:00.000,3.293463,0,0,0,0,120.642311,120.636795,405.812347,381.121582,0.005521,0,StepFinishByCut_T,24.76999855,24,23.1099987,23.26999855,-600000,0,9.08314,0,0,0,30%
